Load,Solar,Wind,,,,
26.85,0.00,1.47,,,,
27.20,0.00,1.31,,,,
27.47,0.00,1.18,,,,
26.09,0.00,1.10,,,,
27.20,0.00,1.09,,,,
27.20,0.47,1.07,,,,
26.65,1.58,1.08,,,,
31.04,2.70,1.01,,,,
32.50,3.53,0.94,,,,
33.35,3.97,0.83,,,,
34.67,4.10,0.81,,,,
34.77,3.89,0.84,,,,
35.33,3.23,0.96,,,,
35.08,2.46,1.14,,,,
35.08,1.86,1.42,,,,
34.47,1.16,1.77,,,,
31.97,0.44,2.13,,,,
30.24,0.00,2.54,,,,
33.01,0.00,3.05,,,,
33.01,0.00,3.46,,,,
33.22,0.00,3.57,,,,
32.11,0.00,3.35,,,,
30.66,0.00,2.97,,,,
29.34,0.00,2.58,,,,
27.96,0.00,2.29,,,,
28.58,0.00,2.04,,,,
26.99,0.00,1.87,,,,
27.61,0.00,1.72,,,,
27.61,0.00,1.55,,,,
26.78,0.64,1.39,,,,
25.88,2.31,1.27,,,,
29.07,4.04,1.30,,,,
31.97,5.38,1.32,,,,
33.42,6.35,1.26,,,,
33.70,6.86,1.22,,,,
33.56,6.93,1.27,,,,
34.12,6.64,1.36,,,,
33.35,5.86,1.51,,,,
33.15,4.65,1.77,,,,
31.62,2.95,2.11,,,,
30.45,1.10,2.41,,,,
28.23,0.01,2.69,,,,
31.69,0.00,3.02,,,,
32.32,0.00,3.35,,,,
31.28,0.00,3.64,,,,
30.10,0.00,3.81,,,,
29.48,0.00,3.78,,,,
27.82,0.00,3.58,,,,
26.92,0.00,3.31,,,,
26.30,0.00,3.07,,,,
25.47,0.00,2.87,,,,
25.40,0.00,2.74,,,,
25.26,0.00,2.73,,,,
24.91,0.48,2.82,,,,
26.39,1.75,2.90,,,,
29.26,3.34,2.98,,,,
30.17,4.86,3.04,,,,
33.56,5.89,3.02,,,,
33.98,6.62,2.89,,,,
34.05,6.80,2.64,,,,
34.39,6.46,2.36,,,,
34.88,5.73,2.18,,,,
33.84,4.52,2.10,,,,
30.30,2.94,2.19,,,,
30.63,1.11,2.40,,,,
30.03,0.01,2.73,,,,
33.15,0.00,3.17,,,,
33.08,0.00,3.61,,,,
32.45,0.00,3.95,,,,
31.49,0.00,4.07,,,,
29.96,0.00,3.90,,,,
29.20,0.00,3.66,,,,
28.10,0.00,3.39,,,,
27.20,0.00,3.13,,,,
26.50,0.00,2.96,,,,
26.64,0.00,2.79,,,,
26.71,0.00,2.69,,,,
25.26,0.48,2.79,,,,
26.57,1.84,2.92,,,,
30.03,3.55,3.04,,,,
32.39,5.18,3.11,,,,
33.01,6.42,3.11,,,,
33.70,7.10,3.11,,,,
33.98,7.21,3.03,,,,
34.05,6.80,2.90,,,,
34.25,5.96,2.80,,,,
34.18,4.65,2.74,,,,
33.29,2.96,2.72,,,,
32.11,1.09,2.65,,,,
29.62,0.01,2.62,,,,
33.29,0.00,2.67,,,,
33.49,0.00,2.81,,,,
32.87,0.00,2.97,,,,
31.42,0.00,2.93,,,,
30.52,0.00,2.64,,,,
29.27,0.00,2.25,,,,
28.23,0.00,2.05,,,,
27.89,0.00,1.93,,,,
26.09,0.00,1.85,,,,
26.64,0.00,1.82,,,,
26.37,0.00,1.76,,,,
25.95,0.49,1.69,,,,
27.15,1.82,1.60,,,,
30.04,3.30,1.46,,,,
32.59,4.68,1.35,,,,
34.12,5.70,1.24,,,,
34.12,6.40,1.18,,,,
32.80,6.56,1.17,,,,
34.12,6.25,1.23,,,,
33.22,5.44,1.43,,,,
33.01,4.13,1.89,,,,
31.35,2.48,2.60,,,,
30.23,0.85,3.07,,,,
29.96,0.01,2.76,,,,
33.49,0.00,2.35,,,,
33.15,0.00,2.47,,,,
32.59,0.00,2.44,,,,
31.28,0.00,2.00,,,,
30.03,0.00,1.97,,,,
28.99,0.00,2.03,,,,
28.16,0.00,2.05,,,,
27.47,0.00,2.12,,,,
26.43,0.00,2.14,,,,
26.02,0.00,2.11,,,,
25.26,0.00,2.00,,,,
25.26,0.41,1.83,,,,
25.19,1.60,1.63,,,,
26.92,3.08,1.41,,,,
28.44,4.11,1.25,,,,
28.99,5.22,1.10,,,,
29.96,5.28,1.03,,,,
30.17,5.49,1.03,,,,
30.93,4.80,1.03,,,,
29.69,4.14,1.13,,,,
29.96,3.24,1.37,,,,
29.06,2.09,1.79,,,,
28.72,0.74,2.26,,,,
28.44,0.00,2.74,,,,
31.97,0.00,3.23,,,,
31.56,0.00,3.56,,,,
31.14,0.00,3.65,,,,
30.31,0.00,3.53,,,,
28.58,0.00,3.31,,,,
28.23,0.00,3.04,,,,
27.40,0.00,2.84,,,,
26.64,0.00,2.77,,,,
26.16,0.00,2.78,,,,
25.95,0.00,2.84,,,,
25.81,0.00,3.08,,,,
24.43,0.61,3.39,,,,
24.98,2.27,3.70,,,,
26.02,3.98,3.93,,,,
26.13,5.35,4.10,,,,
26.55,6.34,4.17,,,,
26.16,6.87,4.04,,,,
26.14,6.91,3.76,,,,
27.66,6.49,3.63,,,,
27.80,5.60,3.66,,,,
27.69,4.15,3.74,,,,
27.67,2.48,3.87,,,,
27.80,0.81,3.97,,,,
27.54,0.00,4.17,,,,
31.42,0.00,4.51,,,,
31.69,0.00,4.85,,,,
31.49,0.00,5.11,,,,
30.93,0.00,5.26,,,,
29.89,0.00,5.23,,,,
28.51,0.00,5.10,,,,
27.33,0.00,4.91,,,,
27.20,0.00,4.78,,,,
26.71,0.00,4.74,,,,
26.30,0.00,4.82,,,,
26.71,0.00,4.81,,,,
25.26,0.62,4.72,,,,
26.78,2.38,4.55,,,,
29.62,4.21,4.32,,,,
32.66,5.73,4.01,,,,
33.24,6.81,3.63,,,,
34.25,7.33,3.16,,,,
34.60,7.34,2.64,,,,
34.96,6.87,2.17,,,,
34.85,5.94,1.84,,,,
35.10,4.61,1.66,,,,
32.66,2.91,1.61,,,,
30.79,1.09,1.76,,,,
28.99,0.01,2.10,,,,
33.15,0.00,2.57,,,,
35.57,0.00,3.13,,,,
33.01,0.00,3.67,,,,
31.83,0.00,4.05,,,,
30.31,0.00,4.22,,,,
28.99,0.00,4.16,,,,
28.03,0.00,3.93,,,,
26.78,0.00,3.64,,,,
27.54,0.00,3.41,,,,
26.71,0.00,3.26,,,,
26.57,0.00,3.29,,,,
25.88,0.69,3.41,,,,
27.06,2.56,3.55,,,,
29.55,4.23,3.66,,,,
32.87,5.57,3.73,,,,
33.98,6.55,3.68,,,,
33.29,7.11,3.49,,,,
33.63,7.41,3.18,,,,
33.91,7.10,2.82,,,,
33.98,6.24,2.53,,,,
33.91,4.91,2.39,,,,
33.49,3.11,2.41,,,,
31.35,1.14,2.53,,,,
30.31,0.01,2.77,,,,
33.08,0.00,3.09,,,,
33.01,0.00,3.35,,,,
33.08,0.00,3.34,,,,
32.39,0.00,3.14,,,,
30.93,0.00,2.79,,,,
29.62,0.00,2.24,,,,
28.23,0.00,1.65,,,,
27.75,0.00,1.18,,,,
26.09,0.00,0.86,,,,
25.26,0.00,0.69,,,,
25.12,0.00,0.65,,,,
25.74,0.61,0.67,,,,
27.25,2.31,0.69,,,,
30.10,3.96,0.75,,,,
33.70,5.24,0.86,,,,
37.23,6.19,1.00,,,,
37.02,6.68,1.15,,,,
35.91,6.57,1.32,,,,
35.91,6.13,1.51,,,,
35.71,5.30,1.79,,,,
36.05,4.17,2.18,,,,
34.88,2.69,2.59,,,,
34.18,0.99,2.88,,,,
31.21,0.00,3.05,,,,
34.81,0.00,3.24,,,,
34.88,0.00,3.55,,,,
34.32,0.00,3.89,,,,
33.49,0.00,4.08,,,,
31.76,0.00,4.06,,,,
30.59,0.00,4.01,,,,
28.44,0.00,3.91,,,,
28.37,0.00,3.80,,,,
27.68,0.00,3.78,,,,
27.68,0.00,3.91,,,,
27.68,0.00,4.40,,,,
26.78,0.44,5.05,,,,
28.05,2.00,5.49,,,,
29.44,4.01,5.44,,,,
31.28,5.48,5.14,,,,
32.52,6.44,4.73,,,,
32.87,7.10,4.29,,,,
32.87,7.19,3.84,,,,
32.87,6.76,3.53,,,,
33.15,5.84,3.31,,,,
34.18,4.37,3.14,,,,
34.12,2.62,3.08,,,,
34.05,0.88,3.13,,,,
31.14,0.00,3.26,,,,
33.77,0.00,3.45,,,,
34.05,0.00,3.64,,,,
33.56,0.00,3.68,,,,
33.15,0.00,3.62,,,,
31.14,0.00,3.49,,,,
29.96,0.00,3.40,,,,
28.99,0.00,3.34,,,,
28.16,0.00,3.24,,,,
27.68,0.00,3.26,,,,
27.68,0.00,3.19,,,,
27.68,0.00,3.25,,,,
26.99,0.62,3.46,,,,
27.60,2.45,3.65,,,,
28.31,4.20,3.75,,,,
31.42,5.68,3.78,,,,
33.08,6.69,3.63,,,,
32.87,7.16,3.39,,,,
33.15,7.22,3.06,,,,
33.08,6.83,2.69,,,,
32.11,5.95,2.38,,,,
32.39,4.63,2.17,,,,
32.80,2.87,2.11,,,,
30.86,1.03,1.95,,,,
30.31,0.00,1.76,,,,
33.42,0.00,1.67,,,,
32.59,0.00,1.66,,,,
31.90,0.00,1.62,,,,
31.76,0.00,1.47,,,,
30.86,0.00,1.37,,,,
29.62,0.00,1.35,,,,
28.58,0.00,1.29,,,,
27.89,0.00,1.16,,,,
27.75,0.00,1.09,,,,
26.23,0.00,1.05,,,,
24.70,0.00,1.03,,,,
25.40,0.55,1.02,,,,
25.40,2.29,0.98,,,,
27.42,4.17,0.89,,,,
29.96,5.62,0.81,,,,
31.00,6.62,0.76,,,,
31.49,7.14,0.70,,,,
30.79,7.19,0.63,,,,
31.90,6.82,0.61,,,,
23.87,5.97,0.66,,,,
29.48,4.55,0.76,,,,
29.48,2.77,0.88,,,,
29.06,0.90,0.99,,,,
28.44,0.00,1.08,,,,
31.97,0.00,1.14,,,,
32.18,0.00,1.15,,,,
31.76,0.00,1.12,,,,
31.49,0.00,1.02,,,,
29.62,0.00,0.89,,,,
28.30,0.00,0.72,,,,
27.89,0.00,0.56,,,,
27.75,0.00,0.43,,,,
25.74,0.00,0.32,,,,
25.53,0.00,0.24,,,,
25.53,0.00,0.25,,,,
23.94,0.67,0.32,,,,
24.47,2.56,0.43,,,,
25.63,4.40,0.57,,,,
26.85,5.89,0.76,,,,
27.54,6.89,0.91,,,,
26.78,7.40,0.84,,,,
28.16,7.47,0.60,,,,
28.03,7.06,0.44,,,,
27.96,6.19,0.36,,,,
29.62,4.86,0.38,,,,
27.40,3.09,0.48,,,,
28.23,1.11,0.67,,,,
28.10,0.00,0.96,,,,
31.56,0.00,1.28,,,,
31.62,0.00,1.57,,,,
31.56,0.00,1.76,,,,
31.28,0.00,1.80,,,,
29.69,0.00,1.79,,,,
28.86,0.00,1.75,,,,
27.89,0.00,1.68,,,,
27.20,0.00,1.60,,,,
26.23,0.00,1.49,,,,
25.81,0.00,1.38,,,,
24.77,0.00,1.23,,,,
24.50,0.56,1.07,,,,
27.06,2.37,0.94,,,,
29.69,4.26,0.84,,,,
32.25,5.79,0.75,,,,
33.15,6.84,0.67,,,,
33.15,7.40,0.62,,,,
33.29,7.48,0.58,,,,
33.56,7.11,0.56,,,,
33.70,6.25,0.56,,,,
34.12,4.92,0.59,,,,
34.25,3.15,0.68,,,,
31.62,1.14,0.85,,,,
29.69,0.00,1.10,,,,
32.87,0.00,1.38,,,,
32.80,0.00,1.61,,,,
32.45,0.00,1.67,,,,
31.07,0.00,1.52,,,,
29.89,0.00,1.18,,,,
28.65,0.00,0.78,,,,
27.13,0.00,0.53,,,,
26.23,0.00,0.41,,,,
26.09,0.00,0.34,,,,
25.60,0.00,0.31,,,,
25.53,0.00,0.35,,,,
25.53,0.65,0.46,,,,
26.57,2.55,0.58,,,,
29.48,4.39,0.70,,,,
31.49,5.80,0.82,,,,
32.18,6.70,0.92,,,,
31.97,7.03,1.02,,,,
33.49,6.81,1.35,,,,
34.46,6.05,1.88,,,,
34.39,4.69,2.24,,,,
32.32,2.91,2.11,,,,
32.52,1.37,1.67,,,,
24.70,0.37,1.51,,,,
25.67,0.00,1.61,,,,
31.83,0.00,1.84,,,,
31.90,0.00,2.17,,,,
32.25,0.00,2.31,,,,
28.86,0.00,2.18,,,,
28.51,0.00,1.67,,,,
27.61,0.00,0.95,,,,
27.13,0.00,0.30,,,,
19.38,0.00,0.06,,,,
18.55,0.00,0.03,,,,
17.85,0.00,0.10,,,,
18.34,0.00,0.60,,,,
19.38,0.09,2.11,,,,
20.69,0.48,4.31,,,,
21.45,0.93,6.02,,,,
22.95,1.74,6.73,,,,
21.67,2.34,6.67,,,,
21.55,2.78,5.91,,,,
22.71,2.90,4.59,,,,
23.20,2.70,3.25,,,,
23.52,2.18,2.15,,,,
23.94,1.49,1.45,,,,
27.68,0.80,1.13,,,,
26.92,0.25,1.30,,,,
26.43,0.00,1.74,,,,
29.13,0.00,2.16,,,,
29.20,0.00,2.65,,,,
29.34,0.00,3.32,,,,
28.86,0.00,4.05,,,,
28.51,0.00,4.47,,,,
27.61,0.00,4.52,,,,
25.33,0.00,4.21,,,,
24.57,0.00,3.81,,,,
24.50,0.00,3.58,,,,
24.01,0.00,3.59,,,,
24.22,0.00,3.91,,,,
23.25,0.23,4.20,,,,
24.57,1.10,4.31,,,,
26.71,2.17,4.28,,,,
30.01,3.28,4.25,,,,
21.65,4.23,4.22,,,,
22.70,4.92,3.93,,,,
29.66,5.24,3.43,,,,
29.99,5.06,2.90,,,,
30.01,4.31,2.53,,,,
31.62,3.20,2.37,,,,
28.70,1.89,2.29,,,,
27.61,0.61,2.18,,,,
26.43,0.00,2.03,,,,
30.66,0.00,1.96,,,,
30.31,0.00,1.89,,,,
29.06,0.00,1.77,,,,
30.17,0.00,1.62,,,,
27.82,0.00,1.47,,,,
27.13,0.00,1.38,,,,
26.64,0.00,1.31,,,,
25.12,0.00,1.28,,,,
24.91,0.00,1.23,,,,
24.43,0.00,1.16,,,,
24.43,0.00,1.01,,,,
24.22,0.41,0.83,,,,
24.64,1.75,0.63,,,,
28.37,3.17,0.44,,,,
30.10,4.46,0.27,,,,
30.72,5.29,0.14,,,,
31.98,5.75,0.08,,,,
32.09,5.93,0.04,,,,
31.96,5.57,0.01,,,,
32.00,4.76,0.01,,,,
31.73,3.51,0.00,,,,
30.44,1.98,0.00,,,,
29.20,0.61,0.00,,,,
28.30,0.00,0.01,,,,
31.07,0.00,0.01,,,,
31.00,0.00,0.02,,,,
30.52,0.00,0.03,,,,
30.31,0.00,0.05,,,,
29.48,0.00,0.08,,,,
28.23,0.00,0.13,,,,
27.13,0.00,0.16,,,,
26.50,0.00,0.15,,,,
25.95,0.00,0.16,,,,
26.16,0.00,0.23,,,,
25.81,0.00,0.29,,,,
25.47,0.34,0.33,,,,
24.50,1.57,0.35,,,,
26.57,2.85,0.33,,,,
29.34,3.89,0.32,,,,
30.68,4.66,0.30,,,,
30.57,5.22,0.30,,,,
30.50,5.19,0.29,,,,
30.63,5.09,0.28,,,,
31.29,4.53,0.25,,,,
29.83,3.40,0.24,,,,
29.05,2.16,0.25,,,,
28.03,0.68,0.25,,,,
27.47,0.00,0.27,,,,
30.52,0.00,0.29,,,,
30.59,0.00,0.30,,,,
30.52,0.00,0.33,,,,
29.69,0.00,0.34,,,,
28.65,0.00,0.34,,,,
27.33,0.00,0.32,,,,
26.57,0.00,0.30,,,,
27.33,0.00,0.34,,,,
24.57,0.00,0.43,,,,
24.29,0.00,0.55,,,,
23.60,0.00,0.62,,,,
24.64,0.18,0.59,,,,
23.53,0.95,0.58,,,,
21.45,1.96,0.58,,,,
22.05,2.83,0.52,,,,
22.43,3.47,0.44,,,,
22.64,3.63,0.40,,,,
22.98,3.24,0.37,,,,
22.76,2.77,0.38,,,,
23.47,2.16,0.37,,,,
23.33,1.49,0.36,,,,
23.38,0.82,0.37,,,,
23.25,0.26,0.41,,,,
23.18,0.00,0.58,,,,
26.85,0.00,0.82,,,,
29.13,0.00,1.15,,,,
30.86,0.00,1.45,,,,
30.17,0.00,1.71,,,,
28.79,0.00,1.94,,,,
27.82,0.00,2.11,,,,
27.26,0.00,2.27,,,,
26.30,0.00,2.38,,,,
25.74,0.00,2.48,,,,
25.26,0.00,2.56,,,,
25.47,0.00,2.76,,,,
24.77,0.38,2.96,,,,
26.37,1.86,3.04,,,,
29.48,3.61,3.04,,,,
30.93,5.19,2.93,,,,
33.01,6.37,2.74,,,,
34.05,6.93,2.39,,,,
33.77,6.85,1.91,,,,
33.22,6.32,1.54,,,,
33.42,5.24,1.38,,,,
33.91,3.79,1.36,,,,
33.15,2.14,1.40,,,,
30.72,0.65,1.45,,,,
29.34,0.00,1.66,,,,
32.39,0.00,2.14,,,,
32.73,0.00,2.76,,,,
31.97,0.00,3.34,,,,
31.69,0.00,3.77,,,,
29.96,0.00,4.06,,,,
28.72,0.00,4.21,,,,
28.03,0.00,4.09,,,,
27.20,0.00,3.84,,,,
26.57,0.00,3.62,,,,
25.47,0.00,3.41,,,,
25.53,0.00,3.20,,,,
26.99,0.49,3.14,,,,
27.20,2.18,3.21,,,,
30.17,4.07,3.23,,,,
33.77,5.32,3.20,,,,
34.60,6.58,3.10,,,,
32.25,7.18,3.09,,,,
34.25,7.23,3.12,,,,
35.22,6.91,3.17,,,,
34.39,5.99,3.32,,,,
34.09,4.68,3.55,,,,
33.70,2.93,3.85,,,,
31.00,0.99,4.10,,,,
29.69,0.00,4.34,,,,
33.08,0.00,4.58,,,,
32.18,0.00,4.87,,,,
32.18,0.00,5.06,,,,
32.18,0.00,5.10,,,,
30.24,0.00,4.98,,,,
29.27,0.00,4.74,,,,
28.23,0.00,4.50,,,,
27.33,0.00,4.21,,,,
26.16,0.00,4.00,,,,
26.37,0.00,3.94,,,,
26.50,0.00,4.03,,,,
25.81,0.59,4.18,,,,
27.61,2.55,4.42,,,,
29.13,4.40,4.70,,,,
31.97,5.87,4.99,,,,
33.22,6.89,5.22,,,,
34.05,7.43,5.47,,,,
33.56,7.50,5.66,,,,
34.32,7.09,5.86,,,,
34.53,6.21,6.07,,,,
33.69,4.85,6.21,,,,
32.94,3.06,6.27,,,,
31.30,1.01,6.40,,,,
29.76,0.00,6.48,,,,
32.52,0.00,6.58,,,,
32.11,0.00,6.63,,,,
32.04,0.00,6.53,,,,
31.90,0.00,6.30,,,,
30.24,0.00,5.94,,,,
29.41,0.00,5.55,,,,
28.37,0.00,5.11,,,,
27.96,0.00,4.72,,,,
26.09,0.00,4.46,,,,
26.30,0.00,4.29,,,,
26.85,0.00,4.15,,,,
27.82,0.56,3.93,,,,
26.71,2.46,3.58,,,,
24.91,4.30,3.22,,,,
31.62,5.76,2.96,,,,
33.01,6.54,2.79,,,,
32.73,6.96,2.74,,,,
33.29,7.12,2.60,,,,
34.18,6.89,2.48,,,,
33.70,6.11,2.58,,,,
31.49,4.74,2.87,,,,
31.14,2.94,3.29,,,,
31.40,0.94,3.67,,,,
29.96,0.00,3.95,,,,
31.56,0.00,4.20,,,,
30.93,0.00,4.45,,,,
30.38,0.00,4.50,,,,
29.48,0.00,4.35,,,,
29.20,0.00,4.08,,,,
28.16,0.00,3.76,,,,
27.68,0.00,3.30,,,,
27.06,0.00,2.89,,,,
26.30,0.00,2.59,,,,
26.30,0.00,2.39,,,,
26.85,0.00,2.45,,,,
25.33,0.48,2.71,,,,
26.57,2.21,3.03,,,,
29.62,4.01,3.30,,,,
31.83,5.60,3.51,,,,
33.70,6.55,3.54,,,,
34.05,6.61,3.30,,,,
35.23,6.63,3.05,,,,
34.46,6.39,3.01,,,,
33.84,5.55,3.10,,,,
32.32,4.18,3.32,,,,
31.95,2.51,3.63,,,,
30.82,0.76,3.90,,,,
29.48,0.00,4.02,,,,
32.04,0.00,4.20,,,,
31.56,0.00,4.38,,,,
30.66,0.00,4.65,,,,
30.31,0.00,5.03,,,,
29.76,0.00,5.21,,,,
29.20,0.00,5.19,,,,
27.13,0.00,5.17,,,,
27.61,0.00,5.15,,,,
27.40,0.00,5.13,,,,
26.57,0.00,5.17,,,,
26.99,0.00,5.22,,,,
25.40,0.27,5.25,,,,
25.53,1.28,5.18,,,,
26.37,2.32,5.25,,,,
29.06,3.29,5.34,,,,
30.86,3.92,5.30,,,,
31.28,4.61,5.33,,,,
29.62,4.87,5.46,,,,
30.86,4.69,5.56,,,,
32.04,4.26,5.73,,,,
30.66,3.34,6.04,,,,
31.56,2.05,6.39,,,,
30.80,0.61,6.61,,,,
29.06,0.00,6.69,,,,
31.56,0.00,6.76,,,,
31.21,0.00,6.86,,,,
30.59,0.00,7.04,,,,
30.52,0.00,7.16,,,,
29.96,0.00,7.22,,,,
28.86,0.00,7.37,,,,
27.47,0.00,7.53,,,,
26.78,0.00,7.50,,,,
27.47,0.00,7.40,,,,
25.95,0.00,7.33,,,,
26.30,0.00,7.46,,,,
25.26,0.17,7.77,,,,
25.53,0.99,8.08,,,,
26.23,1.94,8.23,,,,
26.78,2.74,8.22,,,,
27.20,3.31,8.14,,,,
27.40,3.81,7.92,,,,
26.78,3.92,7.63,,,,
26.99,3.80,7.48,,,,
27.40,3.11,7.49,,,,
27.68,2.38,7.56,,,,
27.02,1.35,7.51,,,,
26.92,0.30,7.55,,,,
27.06,0.00,7.84,,,,
31.42,0.00,8.16,,,,
31.21,0.00,8.36,,,,
31.42,0.00,8.48,,,,
30.31,0.00,8.54,,,,
29.62,0.00,8.59,,,,
27.13,0.00,8.66,,,,
26.64,0.00,8.70,,,,
26.30,0.00,8.69,,,,
25.74,0.00,8.59,,,,
25.74,0.00,8.53,,,,
25.26,0.00,8.28,,,,
25.12,0.28,7.83,,,,
25.67,1.37,7.26,,,,
26.92,2.64,6.63,,,,
28.37,3.74,6.00,,,,
29.06,4.49,5.29,,,,
29.62,4.78,4.74,,,,
29.83,4.69,4.43,,,,
28.72,4.38,4.13,,,,
28.44,3.63,3.88,,,,
27.75,2.60,3.74,,,,
26.85,1.57,3.64,,,,
26.43,0.48,3.35,,,,
26.57,0.00,2.94,,,,
28.93,0.00,2.59,,,,
28.99,0.00,2.35,,,,
28.23,0.00,2.19,,,,
28.16,0.00,2.04,,,,
26.02,0.00,1.99,,,,
25.12,0.00,1.93,,,,
23.80,0.00,1.85,,,,
23.53,0.00,1.87,,,,
24.36,0.00,2.04,,,,
24.15,0.00,2.30,,,,
24.22,0.00,2.68,,,,
24.22,0.45,3.09,,,,
23.44,2.27,3.38,,,,
25.09,4.13,3.45,,,,
31.21,5.65,3.43,,,,
29.27,6.72,3.27,,,,
31.90,7.29,2.94,,,,
32.87,7.39,2.49,,,,
33.84,6.98,2.12,,,,
32.87,6.10,1.89,,,,
32.80,4.67,1.81,,,,
32.32,2.82,1.82,,,,
31.62,0.87,1.93,,,,
30.45,0.00,2.13,,,,
32.59,0.00,2.29,,,,
32.04,0.00,2.36,,,,
31.28,0.00,2.32,,,,
30.17,0.00,2.22,,,,
28.72,0.00,2.05,,,,
27.20,0.00,1.83,,,,
25.81,0.00,1.61,,,,
25.12,0.00,1.42,,,,
24.70,0.00,1.29,,,,
24.57,0.00,1.26,,,,
24.57,0.00,1.37,,,,
24.64,0.53,1.51,,,,
25.71,2.47,1.65,,,,
27.73,4.37,1.75,,,,
30.59,5.90,1.79,,,,
31.83,6.94,1.83,,,,
32.25,7.46,1.89,,,,
31.90,7.48,1.89,,,,
32.25,6.88,1.76,,,,
32.04,5.86,1.57,,,,
32.32,4.64,1.47,,,,
32.80,3.00,1.49,,,,
29.59,1.00,1.57,,,,
28.72,0.00,1.75,,,,
31.83,0.00,2.02,,,,
32.18,0.00,2.33,,,,
31.49,0.00,2.57,,,,
29.55,0.00,2.66,,,,
28.37,0.00,2.51,,,,
26.99,0.00,2.21,,,,
26.92,0.00,1.89,,,,
25.47,0.00,1.63,,,,
24.91,0.00,1.52,,,,
24.43,0.00,1.50,,,,
24.22,0.00,1.51,,,,
24.64,0.58,1.52,,,,
25.42,2.53,1.47,,,,
27.89,4.43,1.36,,,,
29.83,6.02,1.20,,,,
31.28,7.00,0.98,,,,
31.56,7.47,0.77,,,,
32.39,7.46,0.62,,,,
33.22,6.90,0.54,,,,
33.42,5.90,0.54,,,,
33.35,4.10,0.57,,,,
33.08,2.16,0.63,,,,
30.31,0.57,0.69,,,,
29.89,0.00,0.71,,,,
33.29,0.00,0.75,,,,
32.59,0.00,0.88,,,,
31.76,0.00,1.16,,,,
30.86,0.00,1.67,,,,
29.69,0.00,2.08,,,,
28.23,0.00,2.15,,,,
26.92,0.00,2.02,,,,
26.23,0.00,1.83,,,,
25.53,0.00,1.69,,,,
25.53,0.00,1.67,,,,
25.53,0.00,1.70,,,,
25.60,0.37,1.82,,,,
26.30,1.73,2.02,,,,
27.65,2.91,2.25,,,,
29.62,3.90,2.41,,,,
32.25,4.14,2.51,,,,
33.01,4.80,2.68,,,,
34.32,5.20,2.83,,,,
34.74,4.83,2.84,,,,
33.49,3.74,2.79,,,,
33.49,2.40,2.89,,,,
31.69,1.30,3.15,,,,
30.31,0.35,3.31,,,,
28.16,0.00,3.38,,,,
31.97,0.00,3.49,,,,
31.97,0.00,3.62,,,,
31.28,0.00,3.64,,,,
30.24,0.00,3.48,,,,
29.34,0.00,3.35,,,,
28.10,0.00,3.19,,,,
27.47,0.00,2.91,,,,
26.78,0.00,2.64,,,,
24.01,0.00,2.51,,,,
24.36,0.00,2.54,,,,
24.70,0.00,2.70,,,,
24.70,0.30,2.81,,,,
25.00,1.58,2.84,,,,
27.18,3.09,2.81,,,,
28.79,4.50,2.64,,,,
16.75,5.53,2.30,,,,
24.36,6.16,2.05,,,,
22.97,6.25,1.91,,,,
24.36,5.91,1.85,,,,
26.57,5.11,1.88,,,,
29.20,3.92,1.99,,,,
28.93,2.33,2.13,,,,
28.10,0.64,2.04,,,,
25.81,0.00,1.84,,,,
30.10,0.00,1.70,,,,
30.59,0.00,1.66,,,,
30.24,0.00,1.72,,,,
29.48,0.00,1.80,,,,
28.58,0.00,1.83,,,,
28.93,0.00,1.80,,,,
26.30,0.00,1.80,,,,
25.81,0.00,1.82,,,,
24.98,0.00,1.89,,,,
24.98,0.00,1.88,,,,
24.98,0.00,1.84,,,,
23.53,0.17,1.75,,,,
25.26,0.99,1.69,,,,
26.37,2.04,1.62,,,,
26.23,3.18,1.57,,,,
26.37,4.17,1.49,,,,
28.23,4.74,1.37,,,,
28.44,4.86,1.24,,,,
28.51,4.60,1.23,,,,
28.10,3.92,1.25,,,,
28.72,2.73,1.28,,,,
28.72,1.36,1.39,,,,
28.03,0.38,1.60,,,,
28.16,0.00,1.93,,,,
31.83,0.00,2.27,,,,
32.11,0.00,2.62,,,,
31.90,0.00,2.86,,,,
30.59,0.00,2.90,,,,
29.69,0.00,2.92,,,,
28.72,0.00,2.92,,,,
27.06,0.00,2.84,,,,
26.71,0.00,2.66,,,,
26.37,0.00,2.57,,,,
26.09,0.00,2.55,,,,
25.88,0.00,2.48,,,,
26.09,0.28,2.37,,,,
27.20,1.50,2.27,,,,
29.13,2.69,2.22,,,,
32.94,3.94,2.15,,,,
33.70,4.80,2.04,,,,
33.91,5.38,1.94,,,,
33.84,5.41,1.86,,,,
33.84,5.21,1.78,,,,
33.56,4.43,1.73,,,,
33.84,3.30,1.78,,,,
33.35,1.81,1.90,,,,
31.56,0.44,1.93,,,,
29.41,0.00,1.87,,,,
32.66,0.00,1.90,,,,
32.39,0.00,2.05,,,,
31.76,0.00,2.22,,,,
30.31,0.00,2.23,,,,
28.65,0.00,2.17,,,,
27.68,0.00,2.06,,,,
26.64,0.00,1.96,,,,
26.43,0.00,1.91,,,,
25.88,0.00,1.98,,,,
25.81,0.00,2.04,,,,
25.81,0.00,1.98,,,,
25.74,0.36,1.91,,,,
26.78,1.65,1.97,,,,
29.34,3.53,2.02,,,,
31.83,4.90,2.05,,,,
32.80,6.10,2.02,,,,
